-1.08	-0.15	0.69
-1.22	-0.26	0.49
-1.22	-0.34	0.18
-1.22	-0.34	0.18
-1.26	-0.29	-0.14
-1.16	-0.35	-0.31
-1.06	-0.51	-0.43
-0.97	-0.57	-0.44
-0.93	-0.72	-0.35
-0.93	-0.72	-0.35
-0.94	-0.78	-0.08
-0.92	-0.87	0.13
-0.83	-0.87	0.35
-0.77	-0.83	0.6
-0.77	-0.83	0.6
-0.52	-0.79	0.8
-0.33	-0.8	0.91
-0.2	-0.72	0.95
-0.06	-0.67	1.03
0.05	-0.7	1.09
0.05	-0.7	1.09
0.14	-0.58	1.1
0.26	-0.53	1.15
0.37	-0.43	1.15
0.6	-0.29	1.12
0.77	-0.17	0.99
0.77	-0.17	0.99
0.98	-0.16	0.77
1.14	-0.15	0.59
1.23	-0.2	0.37
1.32	-0.22	0.09
1.32	-0.22	0.09
1.31	-0.11	-0.09
1.28	-0.04	-0.12
1.32	-0.02	-0.01
1.3	-0.11	0.27
1.11	-0.28	0.68
1.11	-0.28	0.68
0.71	-0.43	1.07
0.13	-0.35	1.26
-0.35	-0.12	1.27
-0.56	-0.03	1.16
-0.68	-0.14	1.07
-0.68	-0.14	1.07
-0.74	-0.19	1.08
-0.65	-0.2	1.14
-0.36	-0.23	1.22
0.03	-0.3	1.31
0.03	-0.3	1.31
0.5	-0.44	1.15
0.9	-0.37	0.88
1.15	-0.32	0.51
1.28	-0.21	0.19
1.35	-0.06	0.1
1.35	-0.06	0.1
1.37	-0.06	0.15
1.27	-0.22	0.35
1.05	-0.61	0.62
0.83	-0.83	0.75
0.26	-0.93	0.96
0.26	-0.93	0.96
-0.28	-0.87	1.0
-0.6	-0.79	0.89
-0.87	-0.7	0.74
-1.0	-0.72	0.48
-1.0	-0.72	0.48
-0.91	-0.83	0.48
-0.61	-0.97	0.72
-0.35	-0.83	1.02
0.05	-0.62	1.17
0.42	-0.45	1.17
0.42	-0.45	1.17
0.81	-0.11	1.06
1.02	0.15	0.82
1.13	0.23	0.63
1.14	0.34	0.56
1.12	0.32	0.61
1.12	0.32	0.61
1.06	0.16	0.77
0.92	-0.04	0.96
0.53	-0.37	1.12
-0.1	-0.52	1.23
-0.1	-0.52	1.23
-0.72	-0.08	1.07
-0.88	0.32	0.9
-0.65	0.34	1.09
-0.38	0.25	1.22
0.09	0.21	1.3
0.09	0.21	1.3
0.41	0.25	1.21
0.57	0.26	1.18
0.58	0.05	1.23
0.45	-0.31	1.2
0.33	-0.72	1.13
0.33	-0.72	1.13
0.42	-0.82	1.01
0.52	-0.87	0.94
0.6	-0.94	0.9
0.45	-1.12	0.81
0.45	-1.12	0.81
0.36	-1.29	0.62
0.22	-1.33	0.67
0.12	-1.31	0.78
0.14	-1.25	0.82
0.32	-1.23	0.87
0.32	-1.23	0.87
0.4	-1.26	0.81
0.46	-1.21	0.78
0.46	-1.22	0.86
0.6	-1.14	0.85
0.93	-1.03	0.71
0.93	-1.03	0.71
1.13	-0.8	0.68
1.13	-0.81	0.73
1.1	-0.7	0.78
1.08	-0.7	0.76
1.08	-0.7	0.76
1.08	-0.7	0.76
1.1	-0.66	0.78
1.16	-0.67	0.79
1.12	-0.63	0.77
1.16	-0.67	0.79
1.16	-0.67	0.79
1.12	-0.69	0.74
1.14	-0.69	0.76
1.16	-0.69	0.78
1.14	-0.69	0.76
1.16	-0.69	0.76
1.16	-0.69	0.76
1.14	-0.63	0.79
1.14	-0.69	0.75
1.18	-0.67	0.73
1.12	-0.67	0.75
1.16	-0.65	0.79
1.16	-0.65	0.79
1.16	-0.65	0.77
1.14	-0.63	0.79
1.16	-0.69	0.78
1.14	-0.63	0.81
1.14	-0.63	0.81
1.12	-0.67	0.77
1.12	-0.65	0.75
1.14	-0.67	0.78
1.16	-0.69	0.76
1.14	-0.69	0.75
1.14	-0.69	0.75
1.12	-0.63	0.79
1.14	-0.63	0.81
1.12	-0.65	0.77
1.12	-0.65	0.77
1.14	-0.65	0.79
1.14	-0.65	0.79
1.18	-0.67	0.75
1.12	-0.68	0.76
1.14	-0.67	0.77
1.14	-0.69	0.75
1.14	-0.69	0.75
1.14	-0.68	0.78
1.12	-0.67	0.73
1.12	-0.66	0.78
1.14	-0.65	0.77
1.14	-0.67	0.77
